index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Nuclear Generation Actual (in MW),Nuclear Generation Estimated (in MW),Hydro Generation Actual (in MW),Hydro Generation Estimated (in MW)
2392,25/12/2018,Western,1197.76,1229.67,17.12,26.53,36.84,31.26
2393,25/12/2018,Southern,653.10,568.22,65.10,36.97,56.93,68.19
2394,25/12/2018,Eastern,482.43,449.77,,,22.67,34.43
2395,25/12/2018,NorthEastern,31.65,34.95,,,11.10,6.20
2396,26/12/2018,Northern,689.83,665.23,26.24,30.31,103.54,114.14
2397,26/12/2018,Western,1201.56,1226.17,17.12,26.48,36.84,29.51
2398,26/12/2018,Southern,653.10,588.79,65.10,36.31,56.93,87.14
2399,26/12/2018,Eastern,482.43,465.85,,,22.67,26.05
2400,26/12/2018,NorthEastern,31.65,33.95,,,11.10,6.83
2401,27/12/2018,Northern,692.69,675.71,26.24,30.91,103.54,113.39
2402,27/12/2018,Western,1206.85,1230.57,17.12,24.91,36.84,26.15
2403,27/12/2018,Southern,653.10,602.21,65.10,35.83,56.93,79.49
2404,27/12/2018,Eastern,482.43,467.74,,,22.67,35.33
2405,27/12/2018,NorthEastern,31.65,34.15,,,11.10,6.94
2406,28/12/2018,Northern,692.69,680.18,26.24,33.05,103.54,111.22
2407,28/12/2018,Western,1206.85,1222.57,17.12,25.65,36.84,28.73
2408,28/12/2018,Southern,653.10,595.17,65.10,36.15,56.93,71.75
2409,28/12/2018,Eastern,482.43,462.88,,,22.67,31.84
2410,28/12/2018,NorthEastern,31.65,34.12,,,11.10,7.31
2411,29/12/2018,Northern,692.69,670.71,26.24,25.34,103.54,111.65
2412,29/12/2018,Western,1206.85,1191.45,17.12,26.21,36.84,24.68
2413,29/12/2018,Southern,653.10,580.31,65.10,35.43,56.93,69.68
2414,29/12/2018,Eastern,482.43,457.34,,,22.67,32.10
2415,29/12/2018,NorthEastern,31.65,33.96,,,11.10,7.79
2416,30/12/2018,Northern,697.69,638.27,26.24,25.62,103.54,112.43
2417,30/12/2018,Western,1206.85,1159.96,17.12,26.56,36.84,20.14
2418,30/12/2018,Southern,653.10,536.19,65.10,35.62,56.93,60.91
2419,30/12/2018,Eastern,482.43,468.83,,,22.67,21.58
2420,30/12/2018,NorthEastern,31.65,33.86,,,11.10,7.88
2421,31/12/2018,Northern,695.43,652.53,26.24,29.49,103.54,114.88
2422,31/12/2018,Western,1212.85,1190.89,17.12,26.54,36.84,26.58
2423,31/12/2018,Southern,659.23,552.49,65.10,35.94,56.93,69.56
2424,31/12/2018,Eastern,483.43,471.86,,,22.67,26.89
2425,31/12/2018,NorthEastern,31.65,34.21,,,11.10,7.79
2426,1/1/2019,Northern,691.66,651.74,22.40,31.31,96.87,113.54
2427,1/1/2019,Western,1226.36,1203.62,17.12,26.53,36.29,31.67
2428,1/1/2019,Southern,671.85,528.86,67.32,31.79,60.30,58.99
2429,1/1/2019,Eastern,492.44,477.12,,,22.84,24.15
2430,1/1/2019,NorthEastern,31.73,33.76,,,9.40,6.28
2431,2/1/2019,Northern,691.66,660.41,22.40,30.33,96.87,110.90
2432,2/1/2019,Western,1226.36,1228.17,17.12,27.68,36.29,31.03
2433,2/1/2019,Southern,671.85,524.91,67.32,32.21,60.30,63.03
2434,2/1/2019,Eastern,492.44,477.13,,,22.84,27.10
2435,2/1/2019,NorthEastern,31.73,33.99,,,9.40,7.14
2436,3/1/2019,Northern,692.52,646.85,22.40,29.66,96.87,110.69
2437,3/1/2019,Western,1226.36,1248.10,17.12,37.34,36.29,30.73
2438,3/1/2019,Southern,671.85,535.41,67.32,32.20,60.30,72.50
2439,3/1/2019,Eastern,492.44,485.40,,,22.84,26.89
2440,3/1/2019,NorthEastern,31.73,30.19,,,9.40,7.68
2441,4/1/2019,Northern,692.52,651.34,22.40,30.61,96.87,109.86
2442,4/1/2019,Western,1226.36,1275.71,17.12,39.39,36.29,26.41
2443,4/1/2019,Southern,671.85,551.06,67.32,32.18,60.30,68.21
2444,4/1/2019,Eastern,492.44,477.45,,,22.84,28.10
2445,4/1/2019,NorthEastern,31.73,33.88,,,9.40,7.46
2446,5/1/2019,Northern,686.77,636.64,22.40,30.25,96.87,103.80
2447,5/1/2019,Western,1226.36,1245.72,17.12,39.54,36.29,25.13
2448,5/1/2019,Southern,671.85,565.80,67.32,32.20,60.30,70.14
2449,5/1/2019,Eastern,492.43,467.18,,,22.84,26.46
2450,5/1/2019,NorthEastern,31.73,33.91,,,9.40,7.40
2451,6/1/2019,Northern,686.77,612.53,22.40,29.80,96.87,104.09
2452,6/1/2019,Western,1222.96,1157.33,17.12,39.59,36.29,20.41
2453,6/1/2019,Southern,671.85,545.45,67.32,32.26,60.30,65.18
2454,6/1/2019,Eastern,492.43,461.64,,,22.84,25.60
2455,6/1/2019,NorthEastern,31.73,32.86,,,9.40,6.52
2456,7/1/2019,Northern,686.77,636.70,22.40,30.45,96.87,94.27
2457,7/1/2019,Western,1237.48,1185.17,17.12,39.64,36.29,20.30
2458,7/1/2019,Southern,672.77,565.70,67.32,31.73,60.30,74.91
2459,7/1/2019,Eastern,492.43,465.93,,,22.84,24.19
2460,7/1/2019,NorthEastern,31.73,28.73,,,9.40,5.88
2461,8/1/2019,Northern,689.10,681.53,22.40,30.36,96.87,93.71
2462,8/1/2019,Western,1237.48,1232.95,17.12,39.53,36.29,22.85
2463,8/1/2019,Southern,672.77,561.76,67.32,31.74,60.30,70.47
2464,8/1/2019,Eastern,492.43,482.08,,,22.84,19.89
2465,8/1/2019,NorthEastern,31.73,30.15,,,9.40,5.97
2466,9/1/2019,Northern,689.10,692.69,22.40,29.93,96.87,93.86
2467,9/1/2019,Western,1247.83,1216.22,17.12,39.50,36.29,29.06
2468,9/1/2019,Southern,672.77,552.82,67.32,30.77,60.30,66.62
2469,9/1/2019,Eastern,492.43,477.99,,,22.84,22.79
2470,9/1/2019,NorthEastern,31.73,32.57,,,9.40,6.47
2471,10/1/2019,Northern,678.60,685.31,22.40,29.89,96.87,94.98
2472,10/1/2019,Western,1247.27,1236.60,17.12,39.51,36.29,29.68
2473,10/1/2019,Southern,668.37,550.31,67.32,31.54,60.30,73.74
2474,10/1/2019,Eastern,492.43,487.67,,,22.84,20.91
2475,10/1/2019,NorthEastern,31.73,37.43,,,9.40,5.97
2476,11/1/2019,Northern,678.60,673.78,22.40,28.32,96.87,94.25
2477,11/1/2019,Western,1247.27,1264.04,17.12,39.55,36.29,24.62
2478,11/1/2019,Southern,668.37,567.45,67.32,31.43,60.30,73.40
2479,11/1/2019,Eastern,496.67,492.22,,,22.84,23.38
2480,11/1/2019,NorthEastern,31.73,38.55,,,9.40,5.77
2481,12/1/2019,Northern,678.60,662.60,22.40,26.65,96.87,94.63
2482,12/1/2019,Western,1238.36,1256.44,17.12,39.56,36.29,23.16
2483,12/1/2019,Southern,668.37,570.84,67.32,31.50,60.30,72.91
2484,12/1/2019,Eastern,496.67,497.72,,,22.84,22.63
2485,12/1/2019,NorthEastern,31.73,39.17,,,9.40,5.89
2486,13/1/2019,Northern,678.60,643.72,22.40,26.66,96.87,93.60
2487,13/1/2019,Western,1238.36,1198.85,17.12,39.59,36.29,18.97
2488,13/1/2019,Southern,668.37,545.62,67.32,31.48,60.30,59.23
2489,13/1/2019,Eastern,496.67,476.33,,,22.84,17.94
2490,13/1/2019,NorthEastern,31.73,39.01,,,9.40,5.71
2491,14/1/2019,Northern,676.86,627.25,22.40,26.64,96.87,98.72
2492,14/1/2019,Western,1238.36,1132.96,17.12,39.53,36.29,23.87
2493,14/1/2019,Southern,668.37,534.88,67.32,31.40,60.30,62.47
2494,14/1/2019,Eastern,496.67,477.47,,,22.84,20.35
2495,14/1/2019,NorthEastern,31.73,38.03,,,9.40,5.78
2496,15/1/2019,Northern,674.00,664.33,26.16,26.14,96.87,93.82
2497,15/1/2019,Western,1242.81,1180.58,17.12,39.35,36.29,27.57
2498,15/1/2019,Southern,667.96,514.79,67.32,31.88,60.30,57.48
2499,15/1/2019,Eastern,496.67,476.03,,,22.84,23.87
2500,15/1/2019,NorthEastern,31.73,38.92,,,9.40,5.51
2501,16/1/2019,Northern,665.62,669.99,26.16,26.10,96.87,94.07
2502,16/1/2019,Western,1245.29,1239.28,17.12,39.26,36.29,27.62
2503,16/1/2019,Southern,667.96,516.57,67.32,31.99,60.30,58.42
2504,16/1/2019,Eastern,508.61,484.50,,,22.84,21.69
2505,16/1/2019,NorthEastern,31.73,38.75,,,9.40,5.43
2506,17/1/2019,Northern,665.62,672.74,26.16,26.06,96.87,104.51
2507,17/1/2019,Western,1245.29,1243.71,17.12,39.49,36.29,25.05
2508,17/1/2019,Southern,665.06,525.09,67.32,31.58,60.30,65.42
2509,17/1/2019,Eastern,498.04,489.93,,,22.84,25.59
2510,17/1/2019,NorthEastern,31.73,36.62,,,9.40,5.75
2511,18/1/2019,Northern,665.62,680.78,26.16,26.00,96.87,103.25
2512,18/1/2019,Western,1245.29,1256.25,17.12,39.48,36.29,23.60
2513,18/1/2019,Southern,673.85,551.62,67.32,32.14,60.30,69.27
2514,18/1/2019,Eastern,498.04,483.14,,,22.84,29.69
2515,18/1/2019,NorthEastern,31.73,37.06,,,9.40,6.68
2516,19/1/2019,Northern,665.62,679.01,26.16,26.53,96.87,106.00
2517,19/1/2019,Western,1245.29,1239.78,17.12,39.44,36.29,23.50
2518,19/1/2019,Southern,673.85,550.08,67.32,32.13,60.30,69.67
2519,19/1/2019,Eastern,498.04,487.86,,,22.84,26.83
2520,19/1/2019,NorthEastern,31.73,38.10,,,9.40,6.79
2521,20/1/2019,Northern,664.76,622.93,26.16,25.95,96.87,97.46
2522,20/1/2019,Western,1246.58,1222.36,17.12,37.36,36.29,19.69
2523,20/1/2019,Southern,673.85,526.30,67.32,32.15,60.30,57.13
2524,20/1/2019,Eastern,498.35,483.75,,,22.84,22.58
2525,20/1/2019,NorthEastern,31.73,38.35,,,9.40,6.52
2526,21/1/2019,Northern,664.76,595.48,26.16,26.51,96.87,111.56
2527,21/1/2019,Western,1246.58,1214.78,17.12,37.53,36.29,21.67
2528,21/1/2019,Southern,673.85,547.39,67.32,32.13,60.30,69.83
2529,21/1/2019,Eastern,498.35,465.54,,,22.84,28.18
2530,21/1/2019,NorthEastern,31.73,38.08,,,9.40,6.50
2531,22/1/2019,Northern,665.62,541.60,26.16,26.59,96.87,106.25
2532,22/1/2019,Western,1246.58,1208.61,17.12,35.58,36.29,26.18
2533,22/1/2019,Southern,673.85,582.43,67.32,32.15,60.30,74.74
2534,22/1/2019,Eastern,498.35,459.56,,,22.84,33.64
2535,22/1/2019,NorthEastern,31.73,37.62,,,9.40,6.72
2536,23/1/2019,Northern,674.00,597.22,26.16,26.57,96.87,113.36
2537,23/1/2019,Western,1246.58,1253.47,17.12,35.55,36.29,25.24
2538,23/1/2019,Southern,673.85,588.47,67.32,31.74,60.30,76.70
2539,23/1/2019,Eastern,498.35,484.63,,,22.84,27.89
2540,23/1/2019,NorthEastern,31.73,37.17,,,9.40,6.39
2541,24/1/2019,Northern,667.72,601.30,26.16,26.61,96.87,107.31
2542,24/1/2019,Western,1241.15,1208.55,17.12,35.56,36.29,26.22
2543,24/1/2019,Southern,673.85,593.72,67.32,31.65,60.30,76.25
2544,24/1/2019,Eastern,498.35,479.58,,,22.84,25.22
2545,24/1/2019,NorthEastern,31.73,35.54,,,9.40,7.18
2546,25/1/2019,Northern,665.30,597.26,26.16,26.63,96.87,110.10
2547,25/1/2019,Western,1241.15,1171.95,17.12,34.12,36.29,22.45
2548,25/1/2019,Southern,673.85,608.14,67.32,31.71,60.30,78.73
2549,25/1/2019,Eastern,498.35,480.53,,,22.84,23.34
2550,25/1/2019,NorthEastern,31.73,34.96,,,9.40,6.97
2551,26/1/2019,Northern,667.97,552.35,26.16,26.68,96.87,110.35
2552,26/1/2019,Western,1241.15,1097.74,17.12,36.10,36.29,19.43
2553,26/1/2019,Southern,673.85,550.79,67.32,31.82,60.30,62.91
2554,26/1/2019,Eastern,498.35,462.69,,,22.84,24.55
2555,26/1/2019,NorthEastern,31.73,34.21,,,9.40,6.99
2556,27/1/2019,Northern,667.97,556.87,26.16,26.66,96.87,114.11
2557,27/1/2019,Western,1241.30,1101.97,17.12,37.28,36.29,20.63
2558,27/1/2019,Southern,673.85,524.69,67.32,31.76,60.30,60.64
2559,27/1/2019,Eastern,498.35,464.81,,,22.84,20.32
2560,27/1/2019,NorthEastern,31.73,35.06,,,9.40,6.36
2561,28/1/2019,Northern,667.97,608.25,26.16,26.64,96.87,118.39
2562,28/1/2019,Western,1231.74,1156.07,17.12,37.54,36.29,23.47
2563,28/1/2019,Southern,673.85,529.60,67.32,31.79,60.30,71.60
2564,28/1/2019,Eastern,498.35,480.30,,,22.84,27.00
2565,28/1/2019,NorthEastern,31.73,35.89,,,9.40,6.75
2566,29/1/2019,Northern,667.97,624.24,26.16,26.65,96.87,115.82
2567,29/1/2019,Western,1231.74,1187.43,17.12,37.95,36.29,26.03
2568,29/1/2019,Southern,673.85,532.54,67.32,31.53,60.30,65.36
2569,29/1/2019,Eastern,498.35,495.92,,,22.84,25.32
2570,29/1/2019,NorthEastern,31.73,35.27,,,9.40,6.50
2571,30/1/2019,Northern,665.49,626.86,26.16,26.60,96.87,115.84
2572,30/1/2019,Western,1231.57,1217.85,17.12,37.92,36.29,25.27
2573,30/1/2019,Southern,673.85,543.42,67.32,31.75,60.30,63.05
2574,30/1/2019,Eastern,498.35,509.53,,,22.84,25.22
2575,30/1/2019,NorthEastern,31.73,33.23,,,9.40,6.55
2576,31/1/2019,Northern,683.32,617.19,26.16,25.97,96.87,117.93
2577,31/1/2019,Western,1231.57,1223.22,17.12,38.70,36.29,25.84
2578,31/1/2019,Southern,678.25,551.56,67.32,33.16,60.30,67.52
2579,31/1/2019,Eastern,498.35,503.77,,,22.84,24.45
2580,31/1/2019,NorthEastern,31.73,36.06,,,9.40,6.36
2581,1/2/2019,Northern,659.86,587.28,26.91,24.40,105.09,115.85
2582,1/2/2019,Western,1213.57,1187.13,32.68,38.93,35.58,25.13
2583,1/2/2019,Southern,682.45,549.45,67.51,34.28,66.95,72.84
2584,1/2/2019,Eastern,497.42,497.29,,,24.00,25.22
2585,1/2/2019,NorthEastern,31.81,37.11,,,8.62,5.92
2586,2/2/2019,Northern,659.86,608.30,26.91,21.49,105.09,111.02
2587,2/2/2019,Western,1213.57,1178.78,32.68,39.33,35.58,24.92
2588,2/2/2019,Southern,682.45,547.06,67.51,35.58,66.95,72.20
2589,2/2/2019,Eastern,497.42,495.15,,,24.00,24.73
2590,2/2/2019,NorthEastern,31.81,36.38,,,8.62,5.11
2591,3/2/2019,Northern,659.86,582.52,26.91,22.56,105.09,113.79
2592,3/2/2019,Western,1213.55,1158.79,32.68,39.32,35.58,23.83
2593,3/2/2019,Southern,682.45,518.60,67.51,37.13,66.95,55.52
2594,3/2/2019,Eastern,497.42,479.44,,,24.00,24.24
2595,3/2/2019,NorthEastern,31.81,36.09,,,8.62,4.74
2596,4/2/2019,Northern,659.86,597.26,26.91,25.14,105.09,111.46
2597,4/2/2019,Western,1213.55,1196.93,32.68,39.28,35.58,26.44
2598,4/2/2019,Southern,682.45,537.35,67.51,37.50,66.95,67.96
2599,4/2/2019,Eastern,497.42,485.02,,,24.00,28.95
2600,4/2/2019,NorthEastern,31.81,37.01,,,8.62,5.16
2601,5/2/2019,Northern,659.86,618.47,26.91,26.32,105.09,107.45
2602,5/2/2019,Western,1213.55,1246.34,32.68,39.37,35.58,32.40
2603,5/2/2019,Southern,682.45,562.39,67.51,37.36,66.95,78.89
2604,5/2/2019,Eastern,497.42,504.31,,,24.00,26.82
2605,5/2/2019,NorthEastern,31.81,35.84,,,8.62,4.92
2606,6/2/2019,Northern,660.73,597.52,26.91,25.11,105.09,106.94
2607,6/2/2019,Western,1215.94,1235.30,32.68,39.28,35.58,28.56
2608,6/2/2019,Southern,682.45,576.15,67.51,36.88,66.95,78.69
2609,6/2/2019,Eastern,497.42,510.15,,,24.00,28.62
2610,6/2/2019,NorthEastern,31.81,35.75,,,8.62,4.89
2611,7/2/2019,Northern,663.23,522.48,26.91,20.34,105.09,112.09
2612,7/2/2019,Western,1215.94,1166.46,32.68,39.28,35.58,19.37
2613,7/2/2019,Southern,682.45,595.09,67.51,32.54,66.95,76.62
2614,7/2/2019,Eastern,497.42,505.99,,,24.00,23.24
2615,7/2/2019,NorthEastern,31.81,34.98,,,8.62,4.83
2616,8/2/2019,Northern,669.11,540.22,26.91,21.00,105.09,115.90
2617,8/2/2019,Western,1215.94,1213.64,32.68,39.54,35.58,21.46
2618,8/2/2019,Southern,682.45,619.41,67.51,27.11,66.95,78.06
2619,8/2/2019,Eastern,492.71,497.19,,,24.00,26.58
2620,8/2/2019,NorthEastern,31.81,35.33,,,8.62,4.77
2621,9/2/2019,Northern,658.98,573.50,26.91,21.07,105.09,117.69
2622,9/2/2019,Western,1216.94,1191.17,32.68,39.61,35.58,23.09
2623,9/2/2019,Southern,682.45,611.73,67.51,14.78,66.95,64.90
2624,9/2/2019,Eastern,492.71,489.36,,,24.00,25.94
2625,9/2/2019,NorthEastern,31.81,34.19,,,8.62,4.33
2626,10/2/2019,Northern,658.98,563.35,26.91,21.03,105.09,113.60
2627,10/2/2019,Western,1216.94,1162.43,32.68,39.53,35.58,22.75
2628,10/2/2019,Southern,670.34,570.08,67.51,14.85,66.95,58.56
2629,10/2/2019,Eastern,492.71,494.68,,,24.00,22.24
2630,10/2/2019,NorthEastern,31.81,34.14,,,8.62,4.04
2631,11/2/2019,Northern,655.48,564.01,26.91,21.00,105.09,115.68
2632,11/2/2019,Western,1226.00,1194.75,32.68,39.48,35.58,25.80
2633,11/2/2019,Southern,670.34,557.23,67.51,30.29,66.95,59.67
2634,11/2/2019,Eastern,497.10,503.71,,,24.00,24.83
2635,11/2/2019,NorthEastern,31.81,30.45,,,8.62,3.83
2636,12/2/2019,Northern,655.48,573.44,26.91,20.94,105.09,114.65
2637,12/2/2019,Western,1226.00,1220.53,32.68,39.43,35.58,25.06
2638,12/2/2019,Southern,670.34,552.83,67.51,37.22,66.95,55.71
2639,12/2/2019,Eastern,497.10,505.56,,,24.00,27.32
2640,12/2/2019,NorthEastern,31.81,32.51,,,8.62,2.60
2641,13/2/2019,Northern,656.17,583.48,26.91,20.83,105.09,121.78
2642,13/2/2019,Western,1228.00,1234.99,32.68,39.47,35.58,26.63
2643,13/2/2019,Southern,670.34,567.80,67.51,37.28,66.95,61.97
2644,13/2/2019,Eastern,497.10,511.57,,,24.00,25.18
2645,13/2/2019,NorthEastern,31.81,36.62,,,8.62,2.73
2646,14/2/2019,Northern,664.91,562.08,26.91,19.11,105.09,120.72
2647,14/2/2019,Western,1228.00,1231.37,32.68,39.47,35.58,27.73
2648,14/2/2019,Southern,670.34,587.63,67.51,36.85,66.95,68.88
2649,14/2/2019,Eastern,497.10,520.22,,,24.00,25.59
2650,14/2/2019,NorthEastern,31.81,36.99,,,8.62,2.73
2651,15/2/2019,Northern,664.91,560.88,26.91,22.69,105.09,131.88
2652,15/2/2019,Western,1228.00,1173.34,32.68,39.50,35.58,17.54
2653,15/2/2019,Southern,670.34,616.31,67.51,36.86,66.95,86.09
2654,15/2/2019,Eastern,497.10,508.54,,,24.00,27.04
2655,15/2/2019,NorthEastern,31.81,37.58,,,8.62,2.45
2656,16/2/2019,Northern,664.91,552.17,26.91,26.22,105.09,135.22
2657,16/2/2019,Western,1228.00,1177.73,32.68,39.56,35.58,15.19
2658,16/2/2019,Southern,670.34,610.62,67.51,36.89,66.95,71.70
2659,16/2/2019,Eastern,497.10,486.64,,,24.00,24.00
2660,16/2/2019,NorthEastern,31.81,36.43,,,8.62,2.40
2661,17/2/2019,Northern,664.91,521.90,26.91,26.65,105.09,137.91
2662,17/2/2019,Western,1229.92,1200.74,32.68,39.51,35.58,15.02
2663,17/2/2019,Southern,670.34,608.85,67.51,37.05,66.95,53.45
2664,17/2/2019,Eastern,497.10,459.92,,,24.00,22.80
2665,17/2/2019,NorthEastern,31.81,34.79,,,8.62,3.00
2666,18/2/2019,Northern,664.91,529.11,26.91,26.08,105.09,129.65
2667,18/2/2019,Western,1232.19,1207.08,32.68,39.51,35.58,23.98
2668,18/2/2019,Southern,661.63,647.09,67.51,36.92,66.95,79.30
2669,18/2/2019,Eastern,497.10,467.47,,,24.00,29.91
2670,18/2/2019,NorthEastern,31.81,35.91,,,8.62,2.84
2671,19/2/2019,Northern,664.91,548.52,26.91,26.53,105.09,123.97
2672,19/2/2019,Western,1247.79,1251.00,32.68,39.55,35.58,27.79
2673,19/2/2019,Southern,661.63,656.33,67.51,37.09,66.95,83.59
2674,19/2/2019,Eastern,497.10,489.08,,,24.00,29.88
2675,19/2/2019,NorthEastern,31.81,37.01,,,8.62,3.08
2676,20/2/2019,Northern,664.88,557.39,26.91,25.87,105.09,129.29
2677,20/2/2019,Western,1244.58,1267.89,32.68,39.51,35.58,23.59
2678,20/2/2019,Southern,661.63,639.09,67.51,36.72,66.95,73.42
2679,20/2/2019,Eastern,497.10,478.85,,,24.00,33.38
2680,20/2/2019,NorthEastern,31.81,34.24,,,8.62,2.83
2681,21/2/2019,Northern,665.92,534.44,26.91,26.22,105.09,152.60
2682,21/2/2019,Western,1254.08,1278.50,32.68,39.44,35.58,25.04
2683,21/2/2019,Southern,661.63,621.51,67.51,36.60,66.95,76.44
2684,21/2/2019,Eastern,504.35,489.90,,,24.00,30.12
2685,21/2/2019,NorthEastern,31.81,37.05,,,8.62,2.42
2686,22/2/2019,Northern,665.06,526.58,26.91,26.35,105.09,174.04
2687,22/2/2019,Western,1254.08,1273.50,32.68,39.47,35.58,34.39
2688,22/2/2019,Southern,661.63,602.42,67.51,39.45,66.95,69.77
2689,22/2/2019,Eastern,504.35,506.59,,,24.00,30.34
2690,22/2/2019,NorthEastern,31.81,39.02,,,8.62,2.51
2691,23/2/2019,Northern,665.06,532.44,26.91,25.57,105.09,165.21
2692,23/2/2019,Western,1254.08,1259.91,32.68,39.35,35.58,25.53
2693,23/2/2019,Southern,661.63,594.20,67.51,41.95,66.95,70.96
2694,23/2/2019,Eastern,504.35,511.51,,,24.00,29.04
2695,23/2/2019,NorthEastern,31.81,38.42,,,8.62,2.58
2696,24/2/2019,Northern,670.86,523.20,26.91,29.13,105.09,158.37
2697,24/2/2019,Western,1254.08,1227.41,32.68,39.36,35.58,19.19
2698,24/2/2019,Southern,661.63,577.16,67.51,40.70,66.95,71.04
2699,24/2/2019,Eastern,504.35,500.31,,,24.00,25.29
2700,24/2/2019,NorthEastern,31.81,36.66,,,8.62,2.33
2701,25/2/2019,Northern,670.86,536.52,26.91,29.80,105.09,150.38
2702,25/2/2019,Western,1254.08,1253.33,32.68,39.40,35.58,23.01
2703,25/2/2019,Southern,661.63,621.28,67.51,40.62,66.95,80.07
2704,25/2/2019,Eastern,504.35,482.66,,,24.00,25.77
2705,25/2/2019,NorthEastern,31.81,37.50,,,8.62,2.67
2706,26/2/2019,Northern,670.86,525.83,26.91,29.79,105.09,149.07
2707,26/2/2019,Western,1264.41,1244.56,32.68,39.38,35.58,22.72
2708,26/2/2019,Southern,661.63,640.49,67.51,40.81,66.95,76.97
2709,26/2/2019,Eastern,504.35,485.83,,,24.00,29.08
2710,26/2/2019,NorthEastern,31.81,37.93,,,8.62,2.60
2711,27/2/2019,Northern,670.86,506.96,26.91,30.00,105.09,142.55
2712,27/2/2019,Western,1264.41,1251.32,32.68,39.44,35.58,22.01
2713,27/2/2019,Southern,661.63,659.53,67.51,40.58,66.95,73.21
2714,27/2/2019,Eastern,504.35,473.70,,,24.00,28.08
2715,27/2/2019,NorthEastern,31.81,37.38,,,8.62,2.43
2716,28/2/2019,Northern,673.21,527.94,26.91,29.15,105.09,144.69
2717,28/2/2019,Western,1269.41,1277.59,32.68,39.48,35.58,21.02
2718,28/2/2019,Southern,661.63,644.50,67.51,36.72,66.95,75.83
2719,28/2/2019,Eastern,504.35,480.02,,,24.00,27.21
2720,28/2/2019,NorthEastern,31.81,37.10,,,8.62,2.64
2721,1/3/2019,Northern,668.42,553.92,26.88,30.10,121.72,142.81
2722,1/3/2019,Western,1270.71,1286.40,32.60,39.45,34.47,26.28
2723,1/3/2019,Southern,657.97,670.79,67.32,36.63,73.41,73.05
2724,1/3/2019,Eastern,504.47,464.87,,,29.22,26.80
2725,1/3/2019,NorthEastern,31.70,37.45,,,9.21,2.88
2726,2/3/2019,Northern,668.42,527.42,26.88,29.36,121.72,142.05
2727,2/3/2019,Western,1270.71,1271.02,32.60,39.40,34.47,26.49
2728,2/3/2019,Southern,657.97,630.77,67.32,36.91,73.41,63.58
2729,2/3/2019,Eastern,504.47,466.76,,,29.22,25.35
2730,2/3/2019,NorthEastern,31.70,38.17,,,9.21,3.06
2731,3/3/2019,Northern,668.42,465.57,26.88,29.68,121.72,136.91
2732,3/3/2019,Western,1270.71,1235.12,32.60,39.36,34.47,31.62
2733,3/3/2019,Southern,657.97,629.83,67.32,37.04,73.41,59.19
2734,3/3/2019,Eastern,504.47,475.35,,,29.22,25.05
2735,3/3/2019,NorthEastern,31.70,37.30,,,9.21,3.78
2736,4/3/2019,Northern,669.28,487.66,26.88,30.74,121.72,141.53
2737,4/3/2019,Western,1270.71,1249.82,32.60,39.31,34.47,35.43
2738,4/3/2019,Southern,657.97,672.94,67.32,37.04,73.41,63.56
2739,4/3/2019,Eastern,504.47,479.64,,,29.22,25.13
2740,4/3/2019,NorthEastern,31.70,36.08,,,9.21,3.35
2741,5/3/2019,Northern,669.28,502.11,26.88,30.74,121.72,140.05
2742,5/3/2019,Western,1270.71,1282.53,32.60,39.33,34.47,38.61
2743,5/3/2019,Southern,657.97,673.52,67.32,37.07,73.41,58.30
2744,5/3/2019,Eastern,504.47,492.45,,,29.22,29.79
2745,5/3/2019,NorthEastern,31.70,37.14,,,9.21,3.83
2746,6/3/2019,Northern,671.43,525.30,26.88,31.04,121.72,138.83
2747,6/3/2019,Western,1270.71,1289.83,32.60,39.32,34.47,39.21
2748,6/3/2019,Southern,657.97,677.88,67.32,35.83,73.41,60.35
2749,6/3/2019,Eastern,504.47,490.23,,,29.22,33.22
2750,6/3/2019,NorthEastern,31.70,36.81,,,9.21,3.64
2751,7/3/2019,Northern,668.95,553.11,26.88,31.06,121.72,139.14
2752,7/3/2019,Western,1270.71,1300.96,32.60,39.36,34.47,39.26
2753,7/3/2019,Southern,657.97,681.83,67.32,32.53,73.41,70.05
2754,7/3/2019,Eastern,504.47,502.32,,,29.22,30.57
2755,7/3/2019,NorthEastern,31.70,31.51,,,9.21,3.33
2756,8/3/2019,Northern,669.81,552.36,26.88,30.98,121.72,135.35
2757,8/3/2019,Western,1270.71,1297.64,32.60,39.27,34.47,38.76
2758,8/3/2019,Southern,657.97,671.80,67.32,33.69,73.41,80.13
2759,8/3/2019,Eastern,504.47,493.33,,,29.22,30.45
2760,8/3/2019,NorthEastern,31.70,31.08,,,9.21,3.54
2761,9/3/2019,Northern,669.81,553.17,26.88,30.91,121.72,135.11
2762,9/3/2019,Western,1270.71,1281.24,32.60,39.33,34.47,35.35
2763,9/3/2019,Southern,657.97,670.04,67.32,33.02,73.41,78.66
2764,9/3/2019,Eastern,504.47,501.30,,,29.22,35.73
2765,9/3/2019,NorthEastern,31.70,28.92,,,9.21,3.85
2766,10/3/2019,Northern,669.81,541.58,26.88,30.96,121.72,132.47
2767,10/3/2019,Western,1270.71,1272.54,32.60,39.36,34.47,29.16
2768,10/3/2019,Southern,657.97,654.47,67.32,32.37,73.41,60.36
2769,10/3/2019,Eastern,504.47,518.35,,,29.22,30.16
2770,10/3/2019,NorthEastern,31.70,37.10,,,9.21,3.20
