index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Thermal Generation Estimation Error
2145,5/11/2018,NorthEastern,31.75,33.84,2.09
2146,6/11/2018,Northern,650.55,663.89,13.34
2147,6/11/2018,Western,1243.17,1263.29,20.12
2148,6/11/2018,Southern,630.96,562.82,-68.14
2149,6/11/2018,Eastern,484.51,477.69,-6.82
2150,6/11/2018,NorthEastern,31.75,32.87,1.12
2151,7/11/2018,Northern,650.55,606.15,-44.4
2152,7/11/2018,Western,1243.17,1179.01,-64.16
2153,7/11/2018,Southern,630.96,519.67,-111.29
2154,7/11/2018,Eastern,488.93,451.88,-37.05
2155,7/11/2018,NorthEastern,31.75,35.95,4.2
2156,8/11/2018,Northern,650.55,525.83,-124.72
2157,8/11/2018,Western,1243.17,1119.23,-123.94
2158,8/11/2018,Southern,630.96,524.05,-106.91
2159,8/11/2018,Eastern,488.93,458.67,-30.26
2160,8/11/2018,NorthEastern,31.75,37.02,5.27
2161,9/11/2018,Northern,643.92,556.39,-87.53
2162,9/11/2018,Western,1243.17,1167.11,-76.06
2163,9/11/2018,Southern,620.83,546.78,-74.05
2164,9/11/2018,Eastern,488.93,463.75,-25.18
2165,9/11/2018,NorthEastern,31.75,37.62,5.87
2166,10/11/2018,Northern,629.42,584.24,-45.18
2167,10/11/2018,Western,1243.17,1215,-28.17
2168,10/11/2018,Southern,619.23,566.44,-52.79
2169,10/11/2018,Eastern,478.82,455.26,-23.56
2170,10/11/2018,NorthEastern,31.75,38.15,6.4
2171,11/11/2018,Northern,624.02,597.65,-26.37
2172,11/11/2018,Western,1243.17,1216.99,-26.18
2173,11/11/2018,Southern,619.23,569.17,-50.06
2174,11/11/2018,Eastern,481.92,446.18,-35.74
2175,11/11/2018,NorthEastern,31.75,38.4,6.65
2176,12/11/2018,Northern,624.02,607,-17.02
2177,12/11/2018,Western,1243.17,1237.43,-5.74
2178,12/11/2018,Southern,619.23,602.01,-17.22
2179,12/11/2018,Eastern,471.04,472.94,1.9
2180,12/11/2018,NorthEastern,31.75,35.05,3.3
2181,13/11/2018,Northern,624.02,623.76,-0.26
2182,13/11/2018,Western,1243.17,1262.1,18.93
2183,13/11/2018,Southern,619.23,610.33,-8.9
2184,13/11/2018,Eastern,471.04,463.25,-7.79
2185,13/11/2018,NorthEastern,31.75,37.32,5.57
2186,14/11/2018,Northern,624.02,618.02,-6
2187,14/11/2018,Western,1242.38,1264.35,21.97
2188,14/11/2018,Southern,619.23,613.06,-6.17
2189,14/11/2018,Eastern,471.04,455.28,-15.76
2190,14/11/2018,NorthEastern,31.75,37.08,5.33
2191,15/11/2018,Northern,621.52,611.34,-10.18
2192,15/11/2018,Western,1239.31,1248.29,8.98
2193,15/11/2018,Southern,619.23,594.14,-25.09
2194,15/11/2018,Eastern,468.47,461.5,-6.97
2195,15/11/2018,NorthEastern,31.75,38.57,6.82
2196,16/11/2018,Northern,628.65,607.26,-21.39
2197,16/11/2018,Western,1239.31,1239.64,0.33
2198,16/11/2018,Southern,632.1,526.65,-105.45
2199,16/11/2018,Eastern,459.14,479.94,20.8
2200,16/11/2018,NorthEastern,31.75,38.15,6.4
2201,17/11/2018,Northern,628.65,612.43,-16.22
2202,17/11/2018,Western,1239.31,1269.19,29.88
2203,17/11/2018,Southern,632.1,538.23,-93.87
2204,17/11/2018,Eastern,459.14,476.59,17.45
2205,17/11/2018,NorthEastern,31.75,38.89,7.14
2206,18/11/2018,Northern,626.01,599.06,-26.95
2207,18/11/2018,Western,1239.31,1265.11,25.8
2208,18/11/2018,Southern,632.1,533.84,-98.26
2209,18/11/2018,Eastern,459.14,468.3,9.16
2210,18/11/2018,NorthEastern,31.75,38.98,7.23
2211,19/11/2018,Northern,626.01,608.47,-17.54
2212,19/11/2018,Western,1235.23,1292.24,57.01
2213,19/11/2018,Southern,632.1,556.08,-76.02
2214,19/11/2018,Eastern,459.14,484.01,24.87
2215,19/11/2018,NorthEastern,31.75,38.72,6.97
2216,20/11/2018,Northern,600.75,606.9,6.15
2217,20/11/2018,Western,1229.02,1283,53.98
2218,20/11/2018,Southern,632.1,558.45,-73.65
2219,20/11/2018,Eastern,459.14,488.21,29.07
2220,20/11/2018,NorthEastern,31.75,39.08,7.33
2221,21/11/2018,Northern,603.05,596.58,-6.47
2222,21/11/2018,Western,1229.02,1299.51,70.49
2223,21/11/2018,Southern,632.1,550.11,-81.99
2224,21/11/2018,Eastern,459.14,493.74,34.6
2225,21/11/2018,NorthEastern,31.75,38.06,6.31
2226,22/11/2018,Northern,603.05,606.07,3.02
2227,22/11/2018,Western,1229.02,1290.61,61.59
2228,22/11/2018,Southern,635.21,525.05,-110.16
2229,22/11/2018,Eastern,459.14,485.07,25.93
2230,22/11/2018,NorthEastern,31.75,38.01,6.26
2231,23/11/2018,Northern,603.05,595.26,-7.79
2232,23/11/2018,Western,1229.02,1250.76,21.74
2233,23/11/2018,Southern,635.21,543.21,-92
2234,23/11/2018,Eastern,464.35,475.91,11.56
2235,23/11/2018,NorthEastern,31.75,38.71,6.96
2236,24/11/2018,Northern,603.05,601.95,-1.1
2237,24/11/2018,Western,1233.1,1293.23,60.13
2238,24/11/2018,Southern,635.21,548.64,-86.57
2239,24/11/2018,Eastern,464.35,451.79,-12.56
2240,24/11/2018,NorthEastern,31.75,39.2,7.45
2241,25/11/2018,Northern,603.05,597.35,-5.7
2242,25/11/2018,Western,1233.8,1280.42,46.62
2243,25/11/2018,Southern,644.04,523.35,-120.69
2244,25/11/2018,Eastern,464.35,439.96,-24.39
2245,25/11/2018,NorthEastern,31.75,37.58,5.83
2246,26/11/2018,Northern,608.29,600.93,-7.36
2247,26/11/2018,Western,1233.8,1305.09,71.29
2248,26/11/2018,Southern,647.44,537.09,-110.35
2249,26/11/2018,Eastern,464.35,450.74,-13.61
2250,26/11/2018,NorthEastern,31.75,38.03,6.28
2251,27/11/2018,Northern,608.29,610.01,1.72
2252,27/11/2018,Western,1233.8,1296.09,62.29
2253,27/11/2018,Southern,647.44,546.37,-101.07
2254,27/11/2018,Eastern,464.35,455.87,-8.48
2255,27/11/2018,NorthEastern,31.75,38.42,6.67
2256,28/11/2018,Northern,608.29,608.1,-0.19
2257,28/11/2018,Western,1233.8,1275.15,41.35
2258,28/11/2018,Southern,647.44,549.89,-97.55
2259,28/11/2018,Eastern,464.35,469.73,5.38
2260,28/11/2018,NorthEastern,31.75,39.01,7.26
2261,29/11/2018,Northern,608.29,614.89,6.6
2262,29/11/2018,Western,1233.8,1261.56,27.76
2263,29/11/2018,Southern,647.44,569.46,-77.98
2264,29/11/2018,Eastern,464.35,465.87,1.52
2265,29/11/2018,NorthEastern,31.75,37.54,5.79
2266,30/11/2018,Northern,618.29,625.32,7.03
2267,30/11/2018,Western,1234.59,1249.7,15.11
2268,30/11/2018,Southern,649.04,571.57,-77.47
2269,30/11/2018,Eastern,470.02,469.23,-0.79
2270,30/11/2018,NorthEastern,31.75,32.8,1.05
2271,1/12/2018,Northern,611,601.64,-9.36
2272,1/12/2018,Western,1176.98,1253.63,76.65
2273,1/12/2018,Southern,631.01,556.8,-74.21
2274,1/12/2018,Eastern,464.61,468.82,4.21
2275,1/12/2018,NorthEastern,31.65,33.7,2.05
2276,2/12/2018,Northern,611,547.77,-63.23
2277,2/12/2018,Western,1193.24,1248.21,54.97
2278,2/12/2018,Southern,631.01,521.53,-109.48
2279,2/12/2018,Eastern,458.92,472.5,13.58
2280,2/12/2018,NorthEastern,31.65,34.99,3.34
2281,3/12/2018,Northern,611,580.07,-30.93
2282,3/12/2018,Western,1193.24,1270.27,77.03
2283,3/12/2018,Southern,631.01,542.37,-88.64
2284,3/12/2018,Eastern,458.92,462.47,3.55
2285,3/12/2018,NorthEastern,31.65,33.28,1.63
2286,4/12/2018,Northern,617.57,597.95,-19.62
2287,4/12/2018,Western,1193.24,1267.96,74.72
2288,4/12/2018,Southern,641.12,559.49,-81.63
2289,4/12/2018,Eastern,458.92,466.22,7.3
2290,4/12/2018,NorthEastern,31.65,32.89,1.24
2291,5/12/2018,Northern,616.85,612.92,-3.93
2292,5/12/2018,Western,1189.44,1274.58,85.14
2293,5/12/2018,Southern,640.67,568.86,-71.81
2294,5/12/2018,Eastern,458.92,465.67,6.75
2295,5/12/2018,NorthEastern,31.65,32.83,1.18
2296,6/12/2018,Northern,627.58,612.21,-15.37
2297,6/12/2018,Western,1202.63,1293.72,91.09
2298,6/12/2018,Southern,640.67,566.75,-73.92
2299,6/12/2018,Eastern,458.92,471.71,12.79
2300,6/12/2018,NorthEastern,31.65,33.41,1.76
2301,7/12/2018,Northern,628.04,585.7,-42.34
2302,7/12/2018,Western,1202.63,1286.79,84.16
2303,7/12/2018,Southern,643.19,561.68,-81.51
2304,7/12/2018,Eastern,458.92,475.5,16.58
2305,7/12/2018,NorthEastern,31.65,34.3,2.65
2306,8/12/2018,Northern,628.3,590.49,-37.81
2307,8/12/2018,Western,1198.75,1271.51,72.76
2308,8/12/2018,Southern,643.19,550.97,-92.22
2309,8/12/2018,Eastern,458.92,474.99,16.07
2310,8/12/2018,NorthEastern,31.65,37.15,5.5
2311,9/12/2018,Northern,630.65,587.39,-43.26
2312,9/12/2018,Western,1198,1241.64,43.64
2313,9/12/2018,Southern,644.24,525.99,-118.25
2314,9/12/2018,Eastern,458.92,470.78,11.86
2315,9/12/2018,NorthEastern,31.65,34.77,3.12
2316,10/12/2018,Northern,638.56,616.61,-21.95
2317,10/12/2018,Western,1192.35,1252.79,60.44
2318,10/12/2018,Southern,644.24,568.72,-75.52
2319,10/12/2018,Eastern,469.01,466.19,-2.82
2320,10/12/2018,NorthEastern,31.65,34.55,2.9
2321,11/12/2018,Northern,638.56,606.31,-32.25
2322,11/12/2018,Western,1195.49,1256.24,60.75
2323,11/12/2018,Southern,644.24,580.19,-64.05
2324,11/12/2018,Eastern,481.72,474.07,-7.65
2325,11/12/2018,NorthEastern,31.65,35.06,3.41
2326,12/12/2018,Northern,638.56,589.47,-49.09
2327,12/12/2018,Western,1195.49,1228.13,32.64
2328,12/12/2018,Southern,644.24,594.97,-49.27
2329,12/12/2018,Eastern,469.81,470.26,0.45
2330,12/12/2018,NorthEastern,31.65,37.71,6.06
2331,13/12/2018,Northern,638.56,594.15,-44.41
2332,13/12/2018,Western,1195.49,1205.85,10.36
2333,13/12/2018,Southern,658.03,595.86,-62.17
2334,13/12/2018,Eastern,469.81,472.85,3.04
2335,13/12/2018,NorthEastern,31.65,38.15,6.5
2336,14/12/2018,Northern,635.1,589.85,-45.25
2337,14/12/2018,Western,1191.95,1171.68,-20.27
2338,14/12/2018,Southern,649.34,580.62,-68.72
2339,14/12/2018,Eastern,469.81,466.55,-3.26
2340,14/12/2018,NorthEastern,31.65,38.47,6.82
2341,15/12/2018,Northern,633.47,581.09,-52.38
2342,15/12/2018,Western,1193.04,1158.76,-34.28
2343,15/12/2018,Southern,649.34,540.37,-108.97
2344,15/12/2018,Eastern,472.34,462.78,-9.56
2345,15/12/2018,NorthEastern,31.65,38.68,7.03
2346,16/12/2018,Northern,635.97,580.86,-55.11
2347,16/12/2018,Western,1193.04,1131.84,-61.2
2348,16/12/2018,Southern,652.65,521.45,-131.2
2349,16/12/2018,Eastern,472.34,442.31,-30.03
2350,16/12/2018,NorthEastern,31.65,37.78,6.13
2351,17/12/2018,Northern,636.83,612.75,-24.08
2352,17/12/2018,Western,1193.04,1155.43,-37.61
2353,17/12/2018,Southern,652.65,527.51,-125.14
2354,17/12/2018,Eastern,478.03,445.55,-32.48
2355,17/12/2018,NorthEastern,31.65,37.85,6.2
2356,18/12/2018,Northern,636.83,623.22,-13.61
2357,18/12/2018,Western,1193.04,1173.76,-19.28
2358,18/12/2018,Southern,652.65,531.16,-121.49
2359,18/12/2018,Eastern,478.03,447.86,-30.17
2360,18/12/2018,NorthEastern,31.65,36.68,5.03
2361,19/12/2018,Northern,647.98,632.53,-15.45
2362,19/12/2018,Western,1193.04,1199.81,6.77
2363,19/12/2018,Southern,652.65,538.56,-114.09
2364,19/12/2018,Eastern,472.3,444.22,-28.08
2365,19/12/2018,NorthEastern,31.65,38.23,6.58
2366,20/12/2018,Northern,662.72,644.16,-18.56
2367,20/12/2018,Western,1187.11,1218.25,31.14
2368,20/12/2018,Southern,652.65,547.69,-104.96
2369,20/12/2018,Eastern,472.3,445.85,-26.45
2370,20/12/2018,NorthEastern,31.65,39.47,7.82
2371,21/12/2018,Northern,668.27,635.63,-32.64
2372,21/12/2018,Western,1197.12,1231.29,34.17
2373,21/12/2018,Southern,652.65,582.54,-70.11
2374,21/12/2018,Eastern,472.3,461.51,-10.79
2375,21/12/2018,NorthEastern,31.65,39.24,7.59
2376,22/12/2018,Northern,669.13,636.88,-32.25
2377,22/12/2018,Western,1197.12,1243.45,46.33
2378,22/12/2018,Southern,652.65,568.09,-84.56
2379,22/12/2018,Eastern,476.7,466.72,-9.98
2380,22/12/2018,NorthEastern,31.65,37.87,6.22
2381,23/12/2018,Northern,669.13,614.67,-54.46
2382,23/12/2018,Western,1197.76,1210.22,12.46
2383,23/12/2018,Southern,652.65,521.01,-131.64
2384,23/12/2018,Eastern,476.7,469.87,-6.83
2385,23/12/2018,NorthEastern,31.65,35.43,3.78
2386,24/12/2018,Northern,669.13,622.33,-46.8
2387,24/12/2018,Western,1197.76,1205.85,8.09
2388,24/12/2018,Southern,652.65,555,-97.65
2389,24/12/2018,Eastern,482.43,461.43,-21
2390,24/12/2018,NorthEastern,31.65,34.85,3.2
2391,25/12/2018,Northern,679.56,625.42,-54.14
2392,25/12/2018,Western,1197.76,1229.67,31.91
2393,25/12/2018,Southern,653.1,568.22,-84.88
2394,25/12/2018,Eastern,482.43,449.77,-32.66
2395,25/12/2018,NorthEastern,31.65,34.95,3.3
2396,26/12/2018,Northern,689.83,665.23,-24.6
2397,26/12/2018,Western,1201.56,1226.17,24.61
2398,26/12/2018,Southern,653.1,588.79,-64.31
2399,26/12/2018,Eastern,482.43,465.85,-16.58
2400,26/12/2018,NorthEastern,31.65,33.95,2.3
2401,27/12/2018,Northern,692.69,675.71,-16.98
2402,27/12/2018,Western,1206.85,1230.57,23.72
2403,27/12/2018,Southern,653.1,602.21,-50.89
2404,27/12/2018,Eastern,482.43,467.74,-14.69
2405,27/12/2018,NorthEastern,31.65,34.15,2.5
2406,28/12/2018,Northern,692.69,680.18,-12.51
2407,28/12/2018,Western,1206.85,1222.57,15.72
2408,28/12/2018,Southern,653.1,595.17,-57.93
2409,28/12/2018,Eastern,482.43,462.88,-19.55
2410,28/12/2018,NorthEastern,31.65,34.12,2.47
2411,29/12/2018,Northern,692.69,670.71,-21.98
2412,29/12/2018,Western,1206.85,1191.45,-15.4
2413,29/12/2018,Southern,653.1,580.31,-72.79
2414,29/12/2018,Eastern,482.43,457.34,-25.09
2415,29/12/2018,NorthEastern,31.65,33.96,2.31
2416,30/12/2018,Northern,697.69,638.27,-59.42
2417,30/12/2018,Western,1206.85,1159.96,-46.89
2418,30/12/2018,Southern,653.1,536.19,-116.91
2419,30/12/2018,Eastern,482.43,468.83,-13.6
2420,30/12/2018,NorthEastern,31.65,33.86,2.21
2421,31/12/2018,Northern,695.43,652.53,-42.9
2422,31/12/2018,Western,1212.85,1190.89,-21.96
2423,31/12/2018,Southern,659.23,552.49,-106.74
2424,31/12/2018,Eastern,483.43,471.86,-11.57
2425,31/12/2018,NorthEastern,31.65,34.21,2.56
2426,1/1/2019,Northern,691.66,651.74,-39.92
2427,1/1/2019,Western,1226.36,1203.62,-22.74
2428,1/1/2019,Southern,671.85,528.86,-142.99
2429,1/1/2019,Eastern,492.44,477.12,-15.32
2430,1/1/2019,NorthEastern,31.73,33.76,2.03
2431,2/1/2019,Northern,691.66,660.41,-31.25
2432,2/1/2019,Western,1226.36,1228.17,1.81
2433,2/1/2019,Southern,671.85,524.91,-146.94
2434,2/1/2019,Eastern,492.44,477.13,-15.31
2435,2/1/2019,NorthEastern,31.73,33.99,2.26
2436,3/1/2019,Northern,692.52,646.85,-45.67
2437,3/1/2019,Western,1226.36,1248.1,21.74
2438,3/1/2019,Southern,671.85,535.41,-136.44
2439,3/1/2019,Eastern,492.44,485.4,-7.04
2440,3/1/2019,NorthEastern,31.73,30.19,-1.54
2441,4/1/2019,Northern,692.52,651.34,-41.18
2442,4/1/2019,Western,1226.36,1275.71,49.35
2443,4/1/2019,Southern,671.85,551.06,-120.79
2444,4/1/2019,Eastern,492.44,477.45,-14.99
2445,4/1/2019,NorthEastern,31.73,33.88,2.15
2446,5/1/2019,Northern,686.77,636.64,-50.13
2447,5/1/2019,Western,1226.36,1245.72,19.36
2448,5/1/2019,Southern,671.85,565.8,-106.05
2449,5/1/2019,Eastern,492.43,467.18,-25.25
2450,5/1/2019,NorthEastern,31.73,33.91,2.18
2451,6/1/2019,Northern,686.77,612.53,-74.24
2452,6/1/2019,Western,1222.96,1157.33,-65.63
2453,6/1/2019,Southern,671.85,545.45,-126.4
2454,6/1/2019,Eastern,492.43,461.64,-30.79
2455,6/1/2019,NorthEastern,31.73,32.86,1.13
2456,7/1/2019,Northern,686.77,636.7,-50.07
2457,7/1/2019,Western,1237.48,1185.17,-52.31
2458,7/1/2019,Southern,672.77,565.7,-107.07
2459,7/1/2019,Eastern,492.43,465.93,-26.5
2460,7/1/2019,NorthEastern,31.73,28.73,-3
2461,8/1/2019,Northern,689.1,681.53,-7.57
2462,8/1/2019,Western,1237.48,1232.95,-4.53
2463,8/1/2019,Southern,672.77,561.76,-111.01
2464,8/1/2019,Eastern,492.43,482.08,-10.35
2465,8/1/2019,NorthEastern,31.73,30.15,-1.58
2466,9/1/2019,Northern,689.1,692.69,3.59
2467,9/1/2019,Western,1247.83,1216.22,-31.61
2468,9/1/2019,Southern,672.77,552.82,-119.95
2469,9/1/2019,Eastern,492.43,477.99,-14.44
2470,9/1/2019,NorthEastern,31.73,32.57,0.84
2471,10/1/2019,Northern,678.6,685.31,6.71
2472,10/1/2019,Western,1247.27,1236.6,-10.67
2473,10/1/2019,Southern,668.37,550.31,-118.06
2474,10/1/2019,Eastern,492.43,487.67,-4.76
2475,10/1/2019,NorthEastern,31.73,37.43,5.7
2476,11/1/2019,Northern,678.6,673.78,-4.82
2477,11/1/2019,Western,1247.27,1264.04,16.77
2478,11/1/2019,Southern,668.37,567.45,-100.92
2479,11/1/2019,Eastern,496.67,492.22,-4.45
2480,11/1/2019,NorthEastern,31.73,38.55,6.82
2481,12/1/2019,Northern,678.6,662.6,-16
2482,12/1/2019,Western,1238.36,1256.44,18.08
2483,12/1/2019,Southern,668.37,570.84,-97.53
2484,12/1/2019,Eastern,496.67,497.72,1.05
2485,12/1/2019,NorthEastern,31.73,39.17,7.44
2486,13/1/2019,Northern,678.6,643.72,-34.88
2487,13/1/2019,Western,1238.36,1198.85,-39.51
2488,13/1/2019,Southern,668.37,545.62,-122.75
2489,13/1/2019,Eastern,496.67,476.33,-20.34
2490,13/1/2019,NorthEastern,31.73,39.01,7.28
2491,14/1/2019,Northern,676.86,627.25,-49.61
2492,14/1/2019,Western,1238.36,1132.96,-105.4
2493,14/1/2019,Southern,668.37,534.88,-133.49
2494,14/1/2019,Eastern,496.67,477.47,-19.2
2495,14/1/2019,NorthEastern,31.73,38.03,6.3
2496,15/1/2019,Northern,674,664.33,-9.67
2497,15/1/2019,Western,1242.81,1180.58,-62.23
2498,15/1/2019,Southern,667.96,514.79,-153.17
2499,15/1/2019,Eastern,496.67,476.03,-20.64
2500,15/1/2019,NorthEastern,31.73,38.92,7.19
2501,16/1/2019,Northern,665.62,669.99,4.37
2502,16/1/2019,Western,1245.29,1239.28,-6.01
2503,16/1/2019,Southern,667.96,516.57,-151.39
2504,16/1/2019,Eastern,508.61,484.5,-24.11
2505,16/1/2019,NorthEastern,31.73,38.75,7.02
2506,17/1/2019,Northern,665.62,672.74,7.12
2507,17/1/2019,Western,1245.29,1243.71,-1.58
2508,17/1/2019,Southern,665.06,525.09,-139.97
2509,17/1/2019,Eastern,498.04,489.93,-8.11
2510,17/1/2019,NorthEastern,31.73,36.62,4.89
2511,18/1/2019,Northern,665.62,680.78,15.16
2512,18/1/2019,Western,1245.29,1256.25,10.96
2513,18/1/2019,Southern,673.85,551.62,-122.23
2514,18/1/2019,Eastern,498.04,483.14,-14.9
2515,18/1/2019,NorthEastern,31.73,37.06,5.33
2516,19/1/2019,Northern,665.62,679.01,13.39
2517,19/1/2019,Western,1245.29,1239.78,-5.51
2518,19/1/2019,Southern,673.85,550.08,-123.77
2519,19/1/2019,Eastern,498.04,487.86,-10.18
2520,19/1/2019,NorthEastern,31.73,38.1,6.37
2521,20/1/2019,Northern,664.76,622.93,-41.83
2522,20/1/2019,Western,1246.58,1222.36,-24.22
2523,20/1/2019,Southern,673.85,526.3,-147.55
2524,20/1/2019,Eastern,498.35,483.75,-14.6
2525,20/1/2019,NorthEastern,31.73,38.35,6.62
2526,21/1/2019,Northern,664.76,595.48,-69.28
2527,21/1/2019,Western,1246.58,1214.78,-31.8
2528,21/1/2019,Southern,673.85,547.39,-126.46
2529,21/1/2019,Eastern,498.35,465.54,-32.81
2530,21/1/2019,NorthEastern,31.73,38.08,6.35
2531,22/1/2019,Northern,665.62,541.6,-124.02
2532,22/1/2019,Western,1246.58,1208.61,-37.97
2533,22/1/2019,Southern,673.85,582.43,-91.42
2534,22/1/2019,Eastern,498.35,459.56,-38.79
2535,22/1/2019,NorthEastern,31.73,37.62,5.89
2536,23/1/2019,Northern,674,597.22,-76.78
2537,23/1/2019,Western,1246.58,1253.47,6.89
2538,23/1/2019,Southern,673.85,588.47,-85.38
2539,23/1/2019,Eastern,498.35,484.63,-13.72
2540,23/1/2019,NorthEastern,31.73,37.17,5.44
2541,24/1/2019,Northern,667.72,601.3,-66.42
2542,24/1/2019,Western,1241.15,1208.55,-32.6
2543,24/1/2019,Southern,673.85,593.72,-80.13
2544,24/1/2019,Eastern,498.35,479.58,-18.77
2545,24/1/2019,NorthEastern,31.73,35.54,3.81
2546,25/1/2019,Northern,665.3,597.26,-68.04
2547,25/1/2019,Western,1241.15,1171.95,-69.2
2548,25/1/2019,Southern,673.85,608.14,-65.71
2549,25/1/2019,Eastern,498.35,480.53,-17.82
2550,25/1/2019,NorthEastern,31.73,34.96,3.23
2551,26/1/2019,Northern,667.97,552.35,-115.62
2552,26/1/2019,Western,1241.15,1097.74,-143.41
2553,26/1/2019,Southern,673.85,550.79,-123.06
2554,26/1/2019,Eastern,498.35,462.69,-35.66
2555,26/1/2019,NorthEastern,31.73,34.21,2.48
2556,27/1/2019,Northern,667.97,556.87,-111.1
2557,27/1/2019,Western,1241.3,1101.97,-139.33
2558,27/1/2019,Southern,673.85,524.69,-149.16
2559,27/1/2019,Eastern,498.35,464.81,-33.54
2560,27/1/2019,NorthEastern,31.73,35.06,3.33
2561,28/1/2019,Northern,667.97,608.25,-59.72
2562,28/1/2019,Western,1231.74,1156.07,-75.67
2563,28/1/2019,Southern,673.85,529.6,-144.25
2564,28/1/2019,Eastern,498.35,480.3,-18.05
2565,28/1/2019,NorthEastern,31.73,35.89,4.16
2566,29/1/2019,Northern,667.97,624.24,-43.73
2567,29/1/2019,Western,1231.74,1187.43,-44.31
2568,29/1/2019,Southern,673.85,532.54,-141.31
2569,29/1/2019,Eastern,498.35,495.92,-2.43
2570,29/1/2019,NorthEastern,31.73,35.27,3.54
2571,30/1/2019,Northern,665.49,626.86,-38.63
2572,30/1/2019,Western,1231.57,1217.85,-13.72
2573,30/1/2019,Southern,673.85,543.42,-130.43
2574,30/1/2019,Eastern,498.35,509.53,11.18
2575,30/1/2019,NorthEastern,31.73,33.23,1.5
2576,31/1/2019,Northern,683.32,617.19,-66.13
2577,31/1/2019,Western,1231.57,1223.22,-8.35
2578,31/1/2019,Southern,678.25,551.56,-126.69
2579,31/1/2019,Eastern,498.35,503.77,5.42
2580,31/1/2019,NorthEastern,31.73,36.06,4.33
2581,1/2/2019,Northern,659.86,587.28,-72.58
2582,1/2/2019,Western,1213.57,1187.13,-26.44
2583,1/2/2019,Southern,682.45,549.45,-133
2584,1/2/2019,Eastern,497.42,497.29,-0.13
2585,1/2/2019,NorthEastern,31.81,37.11,5.3
2586,2/2/2019,Northern,659.86,608.3,-51.56
2587,2/2/2019,Western,1213.57,1178.78,-34.79
2588,2/2/2019,Southern,682.45,547.06,-135.39
2589,2/2/2019,Eastern,497.42,495.15,-2.27
2590,2/2/2019,NorthEastern,31.81,36.38,4.57
2591,3/2/2019,Northern,659.86,582.52,-77.34
2592,3/2/2019,Western,1213.55,1158.79,-54.76
2593,3/2/2019,Southern,682.45,518.6,-163.85
2594,3/2/2019,Eastern,497.42,479.44,-17.98
2595,3/2/2019,NorthEastern,31.81,36.09,4.28
2596,4/2/2019,Northern,659.86,597.26,-62.6
2597,4/2/2019,Western,1213.55,1196.93,-16.62
2598,4/2/2019,Southern,682.45,537.35,-145.1
2599,4/2/2019,Eastern,497.42,485.02,-12.4
2600,4/2/2019,NorthEastern,31.81,37.01,5.2
2601,5/2/2019,Northern,659.86,618.47,-41.39
2602,5/2/2019,Western,1213.55,1246.34,32.79
2603,5/2/2019,Southern,682.45,562.39,-120.06
2604,5/2/2019,Eastern,497.42,504.31,6.89
2605,5/2/2019,NorthEastern,31.81,35.84,4.03
2606,6/2/2019,Northern,660.73,597.52,-63.21
2607,6/2/2019,Western,1215.94,1235.3,19.36
2608,6/2/2019,Southern,682.45,576.15,-106.3
2609,6/2/2019,Eastern,497.42,510.15,12.73
2610,6/2/2019,NorthEastern,31.81,35.75,3.94
2611,7/2/2019,Northern,663.23,522.48,-140.75
2612,7/2/2019,Western,1215.94,1166.46,-49.48
2613,7/2/2019,Southern,682.45,595.09,-87.36
2614,7/2/2019,Eastern,497.42,505.99,8.57
2615,7/2/2019,NorthEastern,31.81,34.98,3.17
2616,8/2/2019,Northern,669.11,540.22,-128.89
2617,8/2/2019,Western,1215.94,1213.64,-2.3
2618,8/2/2019,Southern,682.45,619.41,-63.04
2619,8/2/2019,Eastern,492.71,497.19,4.48
2620,8/2/2019,NorthEastern,31.81,35.33,3.52
2621,9/2/2019,Northern,658.98,573.5,-85.48
2622,9/2/2019,Western,1216.94,1191.17,-25.77
2623,9/2/2019,Southern,682.45,611.73,-70.72
2624,9/2/2019,Eastern,492.71,489.36,-3.35
2625,9/2/2019,NorthEastern,31.81,34.19,2.38
2626,10/2/2019,Northern,658.98,563.35,-95.63
2627,10/2/2019,Western,1216.94,1162.43,-54.51
2628,10/2/2019,Southern,670.34,570.08,-100.26
2629,10/2/2019,Eastern,492.71,494.68,1.97
2630,10/2/2019,NorthEastern,31.81,34.14,2.33
2631,11/2/2019,Northern,655.48,564.01,-91.47
2632,11/2/2019,Western,1226,1194.75,-31.25
2633,11/2/2019,Southern,670.34,557.23,-113.11
2634,11/2/2019,Eastern,497.1,503.71,6.61
2635,11/2/2019,NorthEastern,31.81,30.45,-1.36
2636,12/2/2019,Northern,655.48,573.44,-82.04
2637,12/2/2019,Western,1226,1220.53,-5.47
2638,12/2/2019,Southern,670.34,552.83,-117.51
2639,12/2/2019,Eastern,497.1,505.56,8.46
2640,12/2/2019,NorthEastern,31.81,32.51,0.7
2641,13/2/2019,Northern,656.17,583.48,-72.69
2642,13/2/2019,Western,1228,1234.99,6.99
2643,13/2/2019,Southern,670.34,567.8,-102.54
2644,13/2/2019,Eastern,497.1,511.57,14.47
2645,13/2/2019,NorthEastern,31.81,36.62,4.81
2646,14/2/2019,Northern,664.91,562.08,-102.83
2647,14/2/2019,Western,1228,1231.37,3.37
2648,14/2/2019,Southern,670.34,587.63,-82.71
2649,14/2/2019,Eastern,497.1,520.22,23.12
2650,14/2/2019,NorthEastern,31.81,36.99,5.18
