index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Thermal Generation Estimation Error,Nuclear Generation Actual (in MW),Nuclear Generation Estimated (in MW),Nuclear Generation Estimation Error,Hydro Generation Actual (in MW),Hydro Generation Estimated (in MW),Hydro Generation Estimation Error
877,24/2/2018,Western,1169.43,1203.97,34.54,25.14,15.68,-9.46,40.94,27.04,-13.9
878,24/2/2018,Southern,650.74,632.25,-18.49,67,47.58,-19.42,82.8,58.96,-23.84
879,24/2/2018,Eastern,490.85,523,32.15,,,0,25.1,28.12,3.02
880,24/2/2018,NorthEastern,31.93,33.13,1.2,,,0,10.24,5.28,-4.96
881,25/2/2018,Northern,632.89,575.09,-57.8,30.36,31.4,1.04,109.45,101.25,-8.2
882,25/2/2018,Western,1169.43,1155.68,-13.75,25.14,25.87,0.73,40.94,13.91,-27.03
883,25/2/2018,Southern,650.74,608.12,-42.62,67,47.58,-19.42,82.8,43.96,-38.84
884,25/2/2018,Eastern,490.85,532.18,41.33,,,0,25.1,19.05,-6.05
885,25/2/2018,NorthEastern,31.93,32.55,0.62,,,0,10.24,5.62,-4.62
886,26/2/2018,Northern,632.25,614.35,-17.9,30.36,31.52,1.16,109.45,106.45,-3
887,26/2/2018,Western,1169.43,1181.85,12.42,25.14,26.01,0.87,40.94,28.89,-12.05
888,26/2/2018,Southern,650.74,635.58,-15.16,67,47.59,-19.41,82.8,63.72,-19.08
889,26/2/2018,Eastern,490.85,533.87,43.02,,,0,25.1,22.55,-2.55
890,26/2/2018,NorthEastern,31.93,31.1,-0.83,,,0,10.24,5.57,-4.67
891,27/2/2018,Northern,632.25,635.76,3.51,30.36,31.48,1.12,109.45,107.4,-2.05
892,27/2/2018,Western,1169.43,1195.82,26.39,25.14,26.13,0.99,40.94,32.09,-8.85
893,27/2/2018,Southern,650.74,638.18,-12.56,67,47.54,-19.46,82.8,61.85,-20.95
894,27/2/2018,Eastern,495.35,543.05,47.7,,,0,25.1,28.03,2.93
895,27/2/2018,NorthEastern,31.93,30.67,-1.26,,,0,10.24,5.81,-4.43
896,28/2/2018,Northern,634.75,661.54,26.79,30.36,31.38,1.02,109.45,107.45,-2
897,28/2/2018,Western,1169.43,1194.22,24.79,25.14,26.14,1,40.94,39.93,-1.01
898,28/2/2018,Southern,650.74,659.82,9.08,67,48.41,-18.59,82.8,69.79,-13.01
899,28/2/2018,Eastern,499.35,543.69,44.34,,,0,25.1,27.92,2.82
900,28/2/2018,NorthEastern,31.93,34.11,2.18,,,0,10.24,5.47,-4.77
901,1/3/2018,Northern,635.26,654.47,19.21,30.32,31.39,1.07,134.13,105.98,-28.15
902,1/3/2018,Western,1175.98,1186.85,10.87,25.19,25.96,0.77,38.1,27.09,-11.01
903,1/3/2018,Southern,649.52,662.08,12.56,62.86,47.69,-15.17,88.22,69.71,-18.51
904,1/3/2018,Eastern,505.24,536.02,30.78,,,0,30.16,21.73,-8.43
905,1/3/2018,NorthEastern,31.96,33.97,2.01,,,0,12.16,5.6,-6.56
906,2/3/2018,Northern,635.26,554.5,-80.76,30.32,31.27,0.95,134.13,104.7,-29.43
907,2/3/2018,Western,1175.98,1092.98,-83,25.19,25.96,0.77,38.1,10.57,-27.53
908,2/3/2018,Southern,649.52,630.75,-18.77,62.86,48.48,-14.38,88.22,55.04,-33.18
909,2/3/2018,Eastern,505.24,490.72,-14.52,,,0,30.16,19.54,-10.62
910,2/3/2018,NorthEastern,31.96,31.28,-0.68,,,0,12.16,5.56,-6.6
911,3/3/2018,Northern,637.13,542.8,-94.33,30.32,31.27,0.95,134.13,112.61,-21.52
912,3/3/2018,Western,1175.98,1111.5,-64.48,25.19,25.96,0.77,38.1,22.09,-16.01
913,3/3/2018,Southern,649.52,646.83,-2.69,62.86,48.45,-14.41,88.22,62.78,-25.44
914,3/3/2018,Eastern,505.24,492.22,-13.02,,,0,30.16,24.95,-5.21
915,3/3/2018,NorthEastern,31.96,30.87,-1.09,,,0,12.16,6.33,-5.83
916,4/3/2018,Northern,637.13,562.84,-74.29,30.32,31.41,1.09,134.13,112.52,-21.61
917,4/3/2018,Western,1175.98,1162.4,-13.58,25.19,25.96,0.77,38.1,12.14,-25.96
918,4/3/2018,Southern,649.52,639.72,-9.8,62.86,48.55,-14.31,88.22,60.78,-27.44
919,4/3/2018,Eastern,505.24,523.06,17.82,,,0,30.16,25.56,-4.6
920,4/3/2018,NorthEastern,31.96,31.91,-0.05,,,0,12.16,6.48,-5.68
921,5/3/2018,Northern,636.48,610.22,-26.26,30.32,30.78,0.46,134.13,112.23,-21.9
922,5/3/2018,Western,1175.98,1173.44,-2.54,25.19,26.18,0.99,38.1,23.32,-14.78
923,5/3/2018,Southern,649.52,650.26,0.74,62.86,48.48,-14.38,88.22,79.2,-9.02
924,5/3/2018,Eastern,501.14,526.63,25.49,,,0,30.16,24.07,-6.09
925,5/3/2018,NorthEastern,31.96,33.13,1.17,,,0,12.16,9.06,-3.1
926,6/3/2018,Northern,635.83,647.31,11.48,30.32,25.96,-4.36,134.13,107.62,-26.51
927,6/3/2018,Western,1175.98,1189.26,13.28,25.19,26.1,0.91,38.1,25.88,-12.22
928,6/3/2018,Southern,649.52,652.52,3,62.86,48.42,-14.44,88.22,73.92,-14.3
929,6/3/2018,Eastern,501.14,520.24,19.1,,,0,30.16,28.06,-2.1
930,6/3/2018,NorthEastern,31.96,33.34,1.38,,,0,12.16,5.9,-6.26
931,7/3/2018,Northern,632.55,648.77,16.22,30.32,26,-4.32,134.13,106.19,-27.94
932,7/3/2018,Western,1175.98,1169.49,-6.49,25.19,26.19,1,38.1,26.9,-11.2
933,7/3/2018,Southern,649.52,660.37,10.85,62.86,48.94,-13.92,88.22,72.38,-15.84
934,7/3/2018,Eastern,501.14,545.88,44.74,,,0,30.16,25.2,-4.96
935,7/3/2018,NorthEastern,31.96,33.68,1.72,,,0,12.16,5.43,-6.73
936,8/3/2018,Northern,631.9,642.28,10.38,30.32,25.8,-4.52,134.13,105.78,-28.35
937,8/3/2018,Western,1175.98,1193.83,17.85,25.19,26.17,0.98,38.1,33.1,-5
938,8/3/2018,Southern,649.52,666.1,16.58,62.86,31.05,-31.81,88.22,80.88,-7.34
939,8/3/2018,Eastern,501.14,544.58,43.44,,,0,30.16,23.6,-6.56
940,8/3/2018,NorthEastern,31.96,33.78,1.82,,,0,12.16,5.41,-6.75
941,9/3/2018,Northern,631.9,633.01,1.11,30.32,25.72,-4.6,134.13,105.11,-29.02
942,9/3/2018,Western,1175.98,1155.59,-20.39,25.19,26.23,1.04,38.1,33.64,-4.46
943,9/3/2018,Southern,649.52,704.3,54.78,62.86,25.98,-36.88,88.22,86.56,-1.66
944,9/3/2018,Eastern,501.14,541.05,39.91,,,0,30.16,25.77,-4.39
945,9/3/2018,NorthEastern,31.96,34.02,2.06,,,0,12.16,4.99,-7.17
946,10/3/2018,Northern,631.9,640.62,8.72,30.32,25.78,-4.54,134.13,104.13,-30
947,10/3/2018,Western,1175.98,1163.68,-12.3,25.19,26.21,1.02,38.1,31.4,-6.7
948,10/3/2018,Southern,649.52,687.98,38.46,62.86,26.07,-36.79,88.22,72.91,-15.31
949,10/3/2018,Eastern,501.14,546.67,45.53,,,0,30.16,25.79,-4.37
950,10/3/2018,NorthEastern,31.96,33.95,1.99,,,0,12.16,5.38,-6.78
951,11/3/2018,Northern,635.05,670.46,35.41,30.32,25.77,-4.55,134.13,101.45,-32.68
952,11/3/2018,Western,1175.98,1128.53,-47.45,25.19,26.17,0.98,38.1,17.09,-21.01
953,11/3/2018,Southern,649.52,653.75,4.23,62.86,27.47,-35.39,88.22,54.71,-33.51
954,11/3/2018,Eastern,501.14,540.23,39.09,,,0,30.16,21.16,-9
955,11/3/2018,NorthEastern,31.96,33.85,1.89,,,0,12.16,5.93,-6.23
956,12/3/2018,Northern,635.75,690.77,55.02,30.32,25.6,-4.72,134.13,99.21,-34.92
957,12/3/2018,Western,1175.98,1145.06,-30.92,25.19,26.12,0.93,38.1,18.66,-19.44
958,12/3/2018,Southern,649.52,678.51,28.99,62.86,31.04,-31.82,88.22,69.31,-18.91
959,12/3/2018,Eastern,501.14,544.48,43.34,,,0,30.16,26.71,-3.45
960,12/3/2018,NorthEastern,31.96,32.82,0.86,,,0,12.16,5.69,-6.47
961,13/3/2018,Northern,628.85,679.83,50.98,30.32,25.42,-4.9,134.13,99.87,-34.26
962,13/3/2018,Western,1175.98,1153.09,-22.89,25.19,26.12,0.93,38.1,20.63,-17.47
963,13/3/2018,Southern,649.52,688.03,38.51,62.86,41.22,-21.64,88.22,74.45,-13.77
964,13/3/2018,Eastern,501.14,550.22,49.08,,,0,30.16,26.06,-4.1
965,13/3/2018,NorthEastern,31.96,32.33,0.37,,,0,12.16,6.07,-6.09
966,14/3/2018,Northern,618.7,673.49,54.79,30.32,28.54,-1.78,134.13,102.8,-31.33
967,14/3/2018,Western,1175.98,1135.08,-40.9,25.19,26.07,0.88,38.1,23.9,-14.2
968,14/3/2018,Southern,649.52,690.52,41,62.86,47.41,-15.45,88.22,75.92,-12.3
969,14/3/2018,Eastern,501.14,549.61,48.47,,,0,30.16,25.82,-4.34
970,14/3/2018,NorthEastern,31.96,32.86,0.9,,,0,12.16,5.99,-6.17
971,15/3/2018,Northern,618.09,685.94,67.85,30.32,30.85,0.53,134.13,108.14,-25.99
972,15/3/2018,Western,1175.98,1161.16,-14.82,25.19,26.07,0.88,38.1,20.1,-18
973,15/3/2018,Southern,649.52,694.23,44.71,62.86,47.28,-15.58,88.22,79.75,-8.47
974,15/3/2018,Eastern,501.14,545.39,44.25,,,0,30.16,25.58,-4.58
975,15/3/2018,NorthEastern,31.96,34.58,2.62,,,0,12.16,6.45,-5.71
976,16/3/2018,Northern,617.44,683.89,66.45,30.32,31.04,0.72,134.13,105.07,-29.06
977,16/3/2018,Western,1175.98,1192.38,16.4,25.19,26.07,0.88,38.1,17.51,-20.59
978,16/3/2018,Southern,649.52,665.35,15.83,62.86,47.34,-15.52,88.22,62.33,-25.89
979,16/3/2018,Eastern,501.14,523.13,21.99,,,0,30.16,25.21,-4.95
980,16/3/2018,NorthEastern,31.96,32.97,1.01,,,0,12.16,6.78,-5.38
981,17/3/2018,Northern,618.09,657.68,39.59,30.32,31.17,0.85,134.13,98.77,-35.36
982,17/3/2018,Western,1175.98,1189.33,13.35,25.19,26.07,0.88,38.1,23.73,-14.37
983,17/3/2018,Southern,649.52,591.9,-57.62,62.86,48.27,-14.59,88.22,54.18,-34.04
984,17/3/2018,Eastern,501.14,505.9,4.76,,,0,30.16,30.81,0.65
985,17/3/2018,NorthEastern,31.96,32.72,0.76,,,0,12.16,8.1,-4.06
986,18/3/2018,Northern,618.09,642.37,24.28,30.32,30.34,0.02,134.13,99.05,-35.08
987,18/3/2018,Western,1175.98,1142.17,-33.81,25.19,26.06,0.87,38.1,14.23,-23.87
988,18/3/2018,Southern,649.52,627.71,-21.81,62.86,48.19,-14.67,88.22,39.82,-48.4
989,18/3/2018,Eastern,501.14,497.02,-4.12,,,0,30.16,28.07,-2.09
990,18/3/2018,NorthEastern,31.96,31.58,-0.38,,,0,12.16,7.83,-4.33
991,19/3/2018,Northern,618.74,664.57,45.83,30.32,30.88,0.56,134.13,98.7,-35.43
992,19/3/2018,Western,1175.98,1161.32,-14.66,25.19,26.06,0.87,38.1,28.39,-9.71
993,19/3/2018,Southern,649.52,655.58,6.06,62.86,50.93,-11.93,88.22,49.42,-38.8
994,19/3/2018,Eastern,501.14,515.32,14.18,,,0,30.16,27.89,-2.27
995,19/3/2018,NorthEastern,31.96,33.04,1.08,,,0,12.16,7.2,-4.96
996,20/3/2018,Northern,619.39,664.76,45.37,30.32,30.85,0.53,134.13,99.35,-34.78
997,20/3/2018,Western,1175.98,1191.97,15.99,25.19,26.11,0.92,38.1,23.08,-15.02
998,20/3/2018,Southern,649.52,675.82,26.3,62.86,47.69,-15.17,88.22,61.54,-26.68
999,20/3/2018,Eastern,501.14,507.57,6.43,,,0,30.16,30.2,0.04
1000,20/3/2018,NorthEastern,31.96,33.37,1.41,,,0,12.16,6.69,-5.47
1001,21/3/2018,Northern,623.37,643.01,19.64,30.32,29.8,-0.52,134.13,97.94,-36.19
1002,21/3/2018,Western,1175.98,1183.09,7.11,25.19,26.12,0.93,38.1,22.08,-16.02
1003,21/3/2018,Southern,649.52,691.93,42.41,62.86,48.48,-14.38,88.22,58.78,-29.44
1004,21/3/2018,Eastern,501.14,502.22,1.08,,,0,30.16,33.12,2.96
1005,21/3/2018,NorthEastern,31.96,34.43,2.47,,,0,12.16,7.38,-4.78
1006,22/3/2018,Northern,624.02,646.41,22.39,30.32,25.9,-4.42,134.13,100.66,-33.47
1007,22/3/2018,Western,1179.18,1210.24,31.06,25.19,26.03,0.84,38.1,19.85,-18.25
1008,22/3/2018,Southern,649.52,694.15,44.63,62.86,48.47,-14.39,88.22,59.21,-29.01
1009,22/3/2018,Eastern,501.14,518.01,16.87,,,0,30.16,31.93,1.77
1010,22/3/2018,NorthEastern,31.96,35.09,3.13,,,0,12.16,5.46,-6.7
1011,23/3/2018,Northern,624.02,651.19,27.17,30.32,26.44,-3.88,134.13,101.37,-32.76
1012,23/3/2018,Western,1179.18,1222.6,43.42,25.19,26.09,0.9,38.1,21.11,-16.99
1013,23/3/2018,Southern,649.52,702.2,52.68,62.86,48.46,-14.4,88.22,64,-24.22
1014,23/3/2018,Eastern,501.14,527.94,26.8,,,0,30.16,33.17,3.01
1015,23/3/2018,NorthEastern,31.96,35.2,3.24,,,0,12.16,5.57,-6.59
1016,24/3/2018,Northern,624.02,637.74,13.72,30.32,30.55,0.23,134.13,101.89,-32.24
1017,24/3/2018,Western,1179.18,1223.81,44.63,25.19,26.08,0.89,38.1,26.69,-11.41
1018,24/3/2018,Southern,649.52,715.62,66.1,62.86,48.56,-14.3,88.22,63.84,-24.38
1019,24/3/2018,Eastern,501.14,529.56,28.42,,,0,30.16,34.98,4.82
1020,24/3/2018,NorthEastern,31.96,33.95,1.99,,,0,12.16,5.46,-6.7
1021,25/3/2018,Northern,624.02,599.15,-24.87,30.32,31.09,0.77,134.13,100.87,-33.26
1022,25/3/2018,Western,1179.18,1207.06,27.88,25.19,22.51,-2.68,38.1,21.03,-17.07
1023,25/3/2018,Southern,649.52,677.37,27.85,62.86,48.48,-14.38,88.22,49.75,-38.47
1024,25/3/2018,Eastern,501.14,531.14,30,,,0,30.16,28.23,-1.93
1025,25/3/2018,NorthEastern,31.96,33.76,1.8,,,0,12.16,5.68,-6.48
1026,26/3/2018,Northern,624.02,635.47,11.45,30.32,30.93,0.61,134.13,98.18,-35.95
1027,26/3/2018,Western,1179.18,1240.15,60.97,25.19,13.05,-12.14,38.1,39.2,1.1
1028,26/3/2018,Southern,649.52,699.4,49.88,62.86,48.56,-14.3,88.22,76.87,-11.35
1029,26/3/2018,Eastern,505.24,544.38,39.14,,,0,30.16,30.59,0.43
1030,26/3/2018,NorthEastern,31.96,33.05,1.09,,,0,12.16,6.77,-5.39
1031,27/3/2018,Northern,624.67,634.68,10.01,30.32,30.92,0.6,134.13,96.16,-37.97
1032,27/3/2018,Western,1179.18,1254.28,75.1,25.19,15.95,-9.24,38.1,42.38,4.28
1033,27/3/2018,Southern,649.52,717.22,67.7,62.86,48.39,-14.47,88.22,86.32,-1.9
1034,27/3/2018,Eastern,505.24,546.76,41.52,,,0,30.16,31.34,1.18
1035,27/3/2018,NorthEastern,31.96,32.89,0.93,,,0,12.16,6.51,-5.65
1036,28/3/2018,Northern,624.67,656.12,31.45,30.32,30.85,0.53,134.13,95.55,-38.58
1037,28/3/2018,Western,1179.18,1239.47,60.29,25.19,15.95,-9.24,38.1,22.81,-15.29
1038,28/3/2018,Southern,649.52,746.79,97.27,62.86,48.39,-14.47,88.22,81.07,-7.15
1039,28/3/2018,Eastern,505.24,559.96,54.72,,,0,30.16,33.73,3.57
1040,28/3/2018,NorthEastern,31.96,32.4,0.44,,,0,12.16,6.44,-5.72
1041,29/3/2018,Northern,625.32,649.8,24.48,30.32,30.82,0.5,134.13,97.26,-36.87
1042,29/3/2018,Western,1179.18,1281.13,101.95,25.19,16.19,-9,38.1,24.14,-13.96
1043,29/3/2018,Southern,649.52,738.67,89.15,62.86,48.46,-14.4,88.22,75.23,-12.99
1044,29/3/2018,Eastern,505.24,553.61,48.37,,,0,30.16,37.88,7.72
1045,29/3/2018,NorthEastern,31.96,28.25,-3.71,,,0,12.16,6.64,-5.52
1046,30/3/2018,Northern,625.97,633.74,7.77,30.32,30.83,0.51,134.13,93.2,-40.93
1047,30/3/2018,Western,1179.18,1274.69,95.51,25.19,28.91,3.72,38.1,13.4,-24.7
1048,30/3/2018,Southern,649.52,708.86,59.34,62.86,48.54,-14.32,88.22,63.86,-24.36
1049,30/3/2018,Eastern,505.24,530.74,25.5,,,0,30.16,29.81,-0.35
1050,30/3/2018,NorthEastern,31.96,26.59,-5.37,,,0,12.16,7.89,-4.27
1051,31/3/2018,Northern,628.5,599.11,-29.39,30.32,30.88,0.56,134.13,89.39,-44.74
1052,31/3/2018,Western,1179.18,1243.68,64.5,25.19,29.08,3.89,38.1,18.72,-19.38
1053,31/3/2018,Southern,649.52,664.82,15.3,62.86,48.56,-14.3,88.22,53.73,-34.49
1054,31/3/2018,Eastern,505.24,509.54,4.3,,,0,30.16,20.87,-9.29
1055,31/3/2018,NorthEastern,31.96,28.32,-3.64,,,0,12.16,7,-5.16
1056,1/4/2018,Northern,657.76,552.66,-105.1,22.5,36.09,13.59,154.72,95.71,-59.01
1057,1/4/2018,Western,1230.81,1213.69,-17.12,14.07,30.48,16.41,24.4,14.83,-9.57
1058,1/4/2018,Southern,650.59,639.99,-10.6,47.03,47.68,0.65,62.88,46.06,-16.82
1059,1/4/2018,Eastern,471.76,487.76,16,,,0,39.12,14.38,-24.74
1060,1/4/2018,NorthEastern,30.25,30.37,0.12,,,0,7.43,7.49,0.06
1061,2/4/2018,Northern,657.76,600.38,-57.38,22.5,36.05,13.55,154.72,104.47,-50.25
1062,2/4/2018,Western,1230.81,1220.85,-9.96,14.07,31.35,17.28,24.4,37.47,13.07
1063,2/4/2018,Southern,650.59,629.28,-21.31,47.03,48.47,1.44,62.88,50.14,-12.74
1064,2/4/2018,Eastern,471.76,491.98,20.22,,,0,39.12,23.62,-15.5
1065,2/4/2018,NorthEastern,30.25,29.72,-0.53,,,0,7.43,7.22,-0.21
1066,3/4/2018,Northern,682.27,634.5,-47.77,22.5,36.06,13.56,154.72,108.76,-45.96
1067,3/4/2018,Western,1230.81,1223.12,-7.69,14.07,31.46,17.39,24.4,41.17,16.77
1068,3/4/2018,Southern,650.59,689.5,38.91,47.03,47.53,0.5,62.88,71.14,8.26
1069,3/4/2018,Eastern,471.76,532.32,60.56,,,0,39.12,29.03,-10.09
1070,3/4/2018,NorthEastern,30.25,29.9,-0.35,,,0,7.43,6.56,-0.87
1071,4/4/2018,Northern,682.27,662.82,-19.45,22.5,36.04,13.54,154.72,115.23,-39.49
1072,4/4/2018,Western,1230.81,1222.3,-8.51,14.07,32.01,17.94,24.4,36.49,12.09
1073,4/4/2018,Southern,650.59,697.41,46.82,47.03,47.53,0.5,62.88,73.18,10.3
1074,4/4/2018,Eastern,471.76,539.86,68.1,,,0,39.12,27.63,-11.49
1075,4/4/2018,NorthEastern,30.25,30.44,0.19,,,0,7.43,6.47,-0.96
1076,5/4/2018,Northern,638.68,635.3,-3.38,22.5,34.15,11.65,154.72,108.13,-46.59
1077,5/4/2018,Western,1228.4,1243.93,15.53,14.07,32.18,18.11,24.4,23.94,-0.46
1078,5/4/2018,Southern,643.73,697.37,53.64,47.03,47.57,0.54,62.88,75.96,13.08
1079,5/4/2018,Eastern,464.13,539.21,75.08,,,0,39.12,27.42,-11.7
1080,5/4/2018,NorthEastern,30.25,30.31,0.06,,,0,7.43,5.62,-1.81
1081,6/4/2018,Northern,640.97,618.14,-22.83,22.5,31.13,8.63,154.72,106.01,-48.71
1082,6/4/2018,Western,1230.81,1241.81,11,14.07,32.45,18.38,24.4,22.53,-1.87
1083,6/4/2018,Southern,650.59,706.91,56.32,47.03,48.44,1.41,62.88,74.97,12.09
1084,6/4/2018,Eastern,457.96,536.52,78.56,,,0,39.12,28.04,-11.08
1085,6/4/2018,NorthEastern,30.25,30.51,0.26,,,0,7.43,5.77,-1.66
1086,7/4/2018,Northern,640.97,555.83,-85.14,22.5,29.62,7.12,154.72,108.85,-45.87
1087,7/4/2018,Western,1230.81,1256.06,25.25,14.07,32.7,18.63,24.4,21.1,-3.3
1088,7/4/2018,Southern,650.59,662.33,11.74,47.03,48.39,1.36,62.88,59.09,-3.79
1089,7/4/2018,Eastern,457.96,528.48,70.52,,,0,39.12,25.48,-13.64
1090,7/4/2018,NorthEastern,30.25,25.17,-5.08,,,0,7.43,5.51,-1.92
1091,8/4/2018,Northern,640.97,559.83,-81.14,22.5,30.45,7.95,154.72,104.73,-49.99
1092,8/4/2018,Western,1230.81,1222.73,-8.08,14.07,32.84,18.77,24.4,12.8,-11.6
1093,8/4/2018,Southern,650.59,596.17,-54.42,47.03,48.41,1.38,62.88,48.21,-14.67
1094,8/4/2018,Eastern,457.96,484.06,26.1,,,0,39.12,27.84,-11.28
1095,8/4/2018,NorthEastern,30.25,24.23,-6.02,,,0,7.43,6.14,-1.29
1096,9/4/2018,Northern,640.97,532.72,-108.25,22.5,30.75,8.25,154.72,111.09,-43.63
1097,9/4/2018,Western,1230.81,1266.79,35.98,14.07,33.18,19.11,24.4,21.04,-3.36
1098,9/4/2018,Southern,650.59,638.68,-11.91,47.03,48.35,1.32,62.88,64,1.12
1099,9/4/2018,Eastern,457.96,513.26,55.3,,,0,39.12,28.56,-10.56
1100,9/4/2018,NorthEastern,30.25,23.07,-7.18,,,0,7.43,5.68,-1.75
1101,10/4/2018,Northern,635.21,561.19,-74.02,22.5,30.57,8.07,154.72,111.67,-43.05
1102,10/4/2018,Western,1230.81,1276.35,45.54,14.07,33.5,19.43,24.4,24.66,0.26
1103,10/4/2018,Southern,650.59,670.18,19.59,47.03,48.33,1.3,62.88,74.73,11.85
1104,10/4/2018,Eastern,457.96,507.13,49.17,,,0,39.12,33.21,-5.91
1105,10/4/2018,NorthEastern,30.25,25.18,-5.07,,,0,7.43,6.86,-0.57
1106,11/4/2018,Northern,637.57,527.89,-109.68,22.5,28.66,6.16,154.72,117.18,-37.54
1107,11/4/2018,Western,1230.81,1254.86,24.05,14.07,32.97,18.9,24.4,15.7,-8.7
1108,11/4/2018,Southern,650.59,670.91,20.32,47.03,48.3,1.27,62.88,68.46,5.58
1109,11/4/2018,Eastern,457.96,521.72,63.76,,,0,39.12,46.37,7.25
1110,11/4/2018,NorthEastern,30.25,29.17,-1.08,,,0,7.43,5.94,-1.49
1111,12/4/2018,Northern,635.07,524.66,-110.41,22.5,30.83,8.33,154.72,121.24,-33.48
1112,12/4/2018,Western,1230.81,1230.68,-0.13,14.07,29.67,15.6,24.4,22.15,-2.25
1113,12/4/2018,Southern,650.59,679.75,29.16,47.03,48.35,1.32,62.88,68.84,5.96
1114,12/4/2018,Eastern,457.96,514.01,56.05,,,0,39.12,32.6,-6.52
1115,12/4/2018,NorthEastern,30.25,30.66,0.41,,,0,7.43,6.15,-1.28
1116,13/4/2018,Northern,635.07,564.95,-70.12,22.5,30.64,8.14,154.72,112.04,-42.68
1117,13/4/2018,Western,1228.03,1259.05,31.02,14.07,31.02,16.95,24.4,37.81,13.41
1118,13/4/2018,Southern,650.59,678.86,28.27,47.03,47.24,0.21,62.88,67.26,4.38
1119,13/4/2018,Eastern,457.96,511.87,53.91,,,0,39.12,44.1,4.98
1120,13/4/2018,NorthEastern,30.25,30.2,-0.05,,,0,7.43,7.13,-0.3
1121,14/4/2018,Northern,634.85,575.03,-59.82,22.5,30.6,8.1,154.72,108.37,-46.35
1122,14/4/2018,Western,1221.34,1249.04,27.7,14.07,32.52,18.45,24.4,36.32,11.92
1123,14/4/2018,Southern,650.59,668.5,17.91,47.03,47.41,0.38,62.88,70.08,7.2
1124,14/4/2018,Eastern,457.96,524.46,66.5,,,0,39.12,56.72,17.6
1125,14/4/2018,NorthEastern,30.25,30.7,0.45,,,0,7.43,7.31,-0.12
1126,15/4/2018,Northern,633.45,569.61,-63.84,22.5,30.77,8.27,154.72,100.27,-54.45
1127,15/4/2018,Western,1221.34,1239.95,18.61,14.07,32.57,18.5,24.4,18.04,-6.36
1128,15/4/2018,Southern,650.59,632.69,-17.9,47.03,47.14,0.11,62.88,46.07,-16.81
1129,15/4/2018,Eastern,466.34,522.98,56.64,,,0,39.12,31.43,-7.69
1130,15/4/2018,NorthEastern,30.25,32.35,2.1,,,0,7.43,6.66,-0.77
1131,16/4/2018,Northern,633.45,595.53,-37.92,22.5,29.18,6.68,154.72,98.19,-56.53
1132,16/4/2018,Western,1219.34,1308.4,89.06,14.07,32.99,18.92,24.4,19.68,-4.72
1133,16/4/2018,Southern,641.19,655.25,14.06,47.03,48.29,1.26,62.88,67.79,4.91
1134,16/4/2018,Eastern,466.34,558.77,92.43,,,0,39.12,46.67,7.55
1135,16/4/2018,NorthEastern,30.25,35.25,5,,,0,7.43,6.53,-0.9
1136,17/4/2018,Northern,633.45,620.14,-13.31,22.5,26.26,3.76,154.72,102.79,-51.93
1137,17/4/2018,Western,1219.34,1311.7,92.36,14.07,33.33,19.26,24.4,28.71,4.31
1138,17/4/2018,Southern,636.56,669.71,33.15,47.03,48.31,1.28,62.88,66.46,3.58
1139,17/4/2018,Eastern,466.34,552.32,85.98,,,0,39.12,34.59,-4.53
1140,17/4/2018,NorthEastern,30.25,32.16,1.91,,,0,7.43,6.8,-0.63
1141,18/4/2018,Northern,631.21,618.93,-12.28,22.5,26.39,3.89,154.72,102.94,-51.78
1142,18/4/2018,Western,1219.34,1293.82,74.48,14.07,33.25,19.18,24.4,19.16,-5.24
1143,18/4/2018,Southern,636.56,673.97,37.41,47.03,47.5,0.47,62.88,71.08,8.2
1144,18/4/2018,Eastern,466.34,534.17,67.83,,,0,39.12,32.63,-6.49
1145,18/4/2018,NorthEastern,30.25,29.13,-1.12,,,0,7.43,6.53,-0.9
1146,19/4/2018,Northern,631.21,633.05,1.84,22.5,26.05,3.55,154.72,107.26,-47.46
1147,19/4/2018,Western,1219.34,1303.81,84.47,14.07,33.35,19.28,24.4,18.98,-5.42
1148,19/4/2018,Southern,636.56,683.15,46.59,47.03,47.46,0.43,62.88,54.77,-8.11
1149,19/4/2018,Eastern,466.34,543.68,77.34,,,0,39.12,36.08,-3.04
1150,19/4/2018,NorthEastern,30.25,27.83,-2.42,,,0,7.43,6.34,-1.09
1151,20/4/2018,Northern,633.71,598.29,-35.42,22.5,26.21,3.71,154.72,111.32,-43.4
1152,20/4/2018,Western,1222.12,1259.79,37.67,14.07,33.27,19.2,24.4,18.47,-5.93
1153,20/4/2018,Southern,636.56,678.58,42.02,47.03,47.36,0.33,62.88,59.14,-3.74
1154,20/4/2018,Eastern,466.34,534.11,67.77,,,0,39.12,40.68,1.56
1155,20/4/2018,NorthEastern,30.25,28.2,-2.05,,,0,7.43,6.65,-0.78
1156,21/4/2018,Northern,633.23,639.05,5.82,22.5,26.19,3.69,154.72,115.34,-39.38
1157,21/4/2018,Western,1227.92,1305.23,77.31,14.07,33.24,19.17,24.4,34.1,9.7
1158,21/4/2018,Southern,636.56,670.58,34.02,47.03,47.29,0.26,62.88,68.93,6.05
1159,21/4/2018,Eastern,466.34,525.29,58.95,,,0,39.12,40.98,1.86
1160,21/4/2018,NorthEastern,30.25,30.65,0.4,,,0,7.43,7.77,0.34
1161,22/4/2018,Northern,633.23,599.51,-33.72,22.5,26.03,3.53,154.72,112.12,-42.6
